sample_id,title,geo_accession,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,taxid_ch1,characteristics_ch1,molecule_ch1,extract_protocol_ch1,label_ch1,label_protocol_ch1,hyb_protocol,scan_protocol,description,data_processing,platform_id,contact_name,contact_laboratory,contact_department,contact_institute,contact_address,contact_city,contact_zip/postal_code,contact_country,supplementary_file,series_id,data_row_count
GSM653025,Surrounding liver SL11,GSM653025,Public on Feb 25 2012,Jan 11 2011,Nov 15 2013,RNA,1,Surrounding liver SL11,Homo sapiens,9606,sample id: LEC11 | tissue: Surrounding liver,total RNA,Total RNA was extracted using Qiagen mini kit. Quality control and measurement were performed using NanoDrop and Agilent Bioanalyser.,biotin,Biotinylated cRNA were prepared using Ambion Totalprep RNA Amplification kit for Illumina arrays,Standard Illumina hybridization protocol,Standard Illumina scanning protocol,matched,"Data was processed by means of  Genome Studio v2010 from illumina, Inc. The background noise was substrated and quantile normalization was applied.",GPL6104,"Jesper,B,Andersen",Andersen Group,Biotech Research and Innovation Centre,Copenhagen University,Ole Maaloes Vej 5,Copenhagen,2200,Denmark,NONE,GSE26566,22184
GSM653026,Surrounding liver SL12,GSM653026,Public on Feb 25 2012,Jan 11 2011,Nov 15 2013,RNA,1,Surrounding liver SL12,Homo sapiens,9606,sample id: LEC12 | tissue: Surrounding liver,total RNA,Total RNA was extracted using Qiagen mini kit. Quality control and measurement were performed using NanoDrop and Agilent Bioanalyser.,biotin,Biotinylated cRNA were prepared using Ambion Totalprep RNA Amplification kit for Illumina arrays,Standard Illumina hybridization protocol,Standard Illumina scanning protocol,matched,"Data was processed by means of  Genome Studio v2010 from illumina, Inc. The background noise was substrated and quantile normalization was applied.",GPL6104,"Jesper,B,Andersen",Andersen Group,Biotech Research and Innovation Centre,Copenhagen University,Ole Maaloes Vej 5,Copenhagen,2200,Denmark,NONE,GSE26566,22184
GSM653027,Surrounding liver SL13,GSM653027,Public on Feb 25 2012,Jan 11 2011,Nov 15 2013,RNA,1,Surrounding liver SL13,Homo sapiens,9606,sample id: LEC13 | tissue: Surrounding liver,total RNA,Total RNA was extracted using Qiagen mini kit. Quality control and measurement were performed using NanoDrop and Agilent Bioanalyser.,biotin,Biotinylated cRNA were prepared using Ambion Totalprep RNA Amplification kit for Illumina arrays,Standard Illumina hybridization protocol,Standard Illumina scanning protocol,matched,"Data was processed by means of  Genome Studio v2010 from illumina, Inc. The background noise was substrated and quantile normalization was applied.",GPL6104,"Jesper,B,Andersen",Andersen Group,Biotech Research and Innovation Centre,Copenhagen University,Ole Maaloes Vej 5,Copenhagen,2200,Denmark,NONE,GSE26566,22184
GSM653028,Surrounding liver SL14,GSM653028,Public on Feb 25 2012,Jan 11 2011,Nov 15 2013,RNA,1,Surrounding liver SL14,Homo sapiens,9606,sample id: LEC14 | tissue: Surrounding liver,total RNA,Total RNA was extracted using Qiagen mini kit. Quality control and measurement were performed using NanoDrop and Agilent Bioanalyser.,biotin,Biotinylated cRNA were prepared using Ambion Totalprep RNA Amplification kit for Illumina arrays,Standard Illumina hybridization protocol,Standard Illumina scanning protocol,matched,"Data was processed by means of  Genome Studio v2010 from illumina, Inc. The background noise was substrated and quantile normalization was applied.",GPL6104,"Jesper,B,Andersen",Andersen Group,Biotech Research and Innovation Centre,Copenhagen University,Ole Maaloes Vej 5,Copenhagen,2200,Denmark,NONE,GSE26566,22184
GSM653029,Surrounding liver SL15,GSM653029,Public on Feb 25 2012,Jan 11 2011,Nov 15 2013,RNA,1,Surrounding liver SL15,Homo sapiens,9606,sample id: LEC15 | tissue: Surrounding liver,total RNA,Total RNA was extracted using Qiagen mini kit. Quality control and measurement were performed using NanoDrop and Agilent Bioanalyser.,biotin,Biotinylated cRNA were prepared using Ambion Totalprep RNA Amplification kit for Illumina arrays,Standard Illumina hybridization protocol,Standard Illumina scanning protocol,matched,"Data was processed by means of  Genome Studio v2010 from illumina, Inc. The background noise was substrated and quantile normalization was applied.",GPL6104,"Jesper,B,Andersen",Andersen Group,Biotech Research and Innovation Centre,Copenhagen University,Ole Maaloes Vej 5,Copenhagen,2200,Denmark,NONE,GSE26566,22184
GSM653030,Surrounding liver SL16,GSM653030,Public on Feb 25 2012,Jan 11 2011,Nov 15 2013,RNA,1,Surrounding liver SL16,Homo sapiens,9606,sample id: LEC16 | tissue: Surrounding liver,total RNA,Total RNA was extracted using Qiagen mini kit. Quality control and measurement were performed using NanoDrop and Agilent Bioanalyser.,biotin,Biotinylated cRNA were prepared using Ambion Totalprep RNA Amplification kit for Illumina arrays,Standard Illumina hybridization protocol,Standard Illumina scanning protocol,matched,"Data was processed by means of  Genome Studio v2010 from illumina, Inc. The background noise was substrated and quantile normalization was applied.",GPL6104,"Jesper,B,Andersen",Andersen Group,Biotech Research and Innovation Centre,Copenhagen University,Ole Maaloes Vej 5,Copenhagen,2200,Denmark,NONE,GSE26566,22184
GSM653031,Surrounding liver SL17,GSM653031,Public on Feb 25 2012,Jan 11 2011,Nov 15 2013,RNA,1,Surrounding liver SL17,Homo sapiens,9606,sample id: LEC17 | tissue: Surrounding liver,total RNA,Total RNA was extracted using Qiagen mini kit. Quality control and measurement were performed using NanoDrop and Agilent Bioanalyser.,biotin,Biotinylated cRNA were prepared using Ambion Totalprep RNA Amplification kit for Illumina arrays,Standard Illumina hybridization protocol,Standard Illumina scanning protocol,matched,"Data was processed by means of  Genome Studio v2010 from illumina, Inc. The background noise was substrated and quantile normalization was applied.",GPL6104,"Jesper,B,Andersen",Andersen Group,Biotech Research and Innovation Centre,Copenhagen University,Ole Maaloes Vej 5,Copenhagen,2200,Denmark,NONE,GSE26566,22184
GSM653032,Surrounding liver SL18,GSM653032,Public on Feb 25 2012,Jan 11 2011,Nov 15 2013,RNA,1,Surrounding liver SL18,Homo sapiens,9606,sample id: LEC18 | tissue: Surrounding liver,total RNA,Total RNA was extracted using Qiagen mini kit. Quality control and measurement were performed using NanoDrop and Agilent Bioanalyser.,biotin,Biotinylated cRNA were prepared using Ambion Totalprep RNA Amplification kit for Illumina arrays,Standard Illumina hybridization protocol,Standard Illumina scanning protocol,matched,"Data was processed by means of  Genome Studio v2010 from illumina, Inc. The background noise was substrated and quantile normalization was applied.",GPL6104,"Jesper,B,Andersen",Andersen Group,Biotech Research and Innovation Centre,Copenhagen University,Ole Maaloes Vej 5,Copenhagen,2200,Denmark,NONE,GSE26566,22184
GSM653033,Surrounding liver SL19,GSM653033,Public on Feb 25 2012,Jan 11 2011,Nov 15 2013,RNA,1,Surrounding liver SL19,Homo sapiens,9606,sample id: LEC19 | tissue: Surrounding liver,total RNA,Total RNA was extracted using Qiagen mini kit. Quality control and measurement were performed using NanoDrop and Agilent Bioanalyser.,biotin,Biotinylated cRNA were prepared using Ambion Totalprep RNA Amplification kit for Illumina arrays,Standard Illumina hybridization protocol,Standard Illumina scanning protocol,matched,"Data was processed by means of  Genome Studio v2010 from illumina, Inc. The background noise was substrated and quantile normalization was applied.",GPL6104,"Jesper,B,Andersen",Andersen Group,Biotech Research and Innovation Centre,Copenhagen University,Ole Maaloes Vej 5,Copenhagen,2200,Denmark,NONE,GSE26566,22184
GSM653034,Surrounding liver SL20,GSM653034,Public on Feb 25 2012,Jan 11 2011,Nov 15 2013,RNA,1,Surrounding liver SL20,Homo sapiens,9606,sample id: LEC20 | tissue: Surrounding liver,total RNA,Total RNA was extracted using Qiagen mini kit. Quality control and measurement were performed using NanoDrop and Agilent Bioanalyser.,biotin,Biotinylated cRNA were prepared using Ambion Totalprep RNA Amplification kit for Illumina arrays,Standard Illumina hybridization protocol,Standard Illumina scanning protocol,matched,"Data was processed by means of  Genome Studio v2010 from illumina, Inc. The background noise was substrated and quantile normalization was applied.",GPL6104,"Jesper,B,Andersen",Andersen Group,Biotech Research and Innovation Centre,Copenhagen University,Ole Maaloes Vej 5,Copenhagen,2200,Denmark,NONE,GSE26566,22184
GSM653035,Surrounding liver SL21,GSM653035,Public on Feb 25 2012,Jan 11 2011,Nov 15 2013,RNA,1,Surrounding liver SL21,Homo sapiens,9606,sample id: LEC21 | tissue: Surrounding liver,total RNA,Total RNA was extracted using Qiagen mini kit. Quality control and measurement were performed using NanoDrop and Agilent Bioanalyser.,biotin,Biotinylated cRNA were prepared using Ambion Totalprep RNA Amplification kit for Illumina arrays,Standard Illumina hybridization protocol,Standard Illumina scanning protocol,matched,"Data was processed by means of  Genome Studio v2010 from illumina, Inc. The background noise was substrated and quantile normalization was applied.",GPL6104,"Jesper,B,Andersen",Andersen Group,Biotech Research and Innovation Centre,Copenhagen University,Ole Maaloes Vej 5,Copenhagen,2200,Denmark,NONE,GSE26566,22184
GSM653036,Surrounding liver SL22,GSM653036,Public on Feb 25 2012,Jan 11 2011,Nov 15 2013,RNA,1,Surrounding liver SL22,Homo sapiens,9606,sample id: LEC22 | tissue: Surrounding liver,total RNA,Total RNA was extracted using Qiagen mini kit. Quality control and measurement were performed using NanoDrop and Agilent Bioanalyser.,biotin,Biotinylated cRNA were prepared using Ambion Totalprep RNA Amplification kit for Illumina arrays,Standard Illumina hybridization protocol,Standard Illumina scanning protocol,matched,"Data was processed by means of  Genome Studio v2010 from illumina, Inc. The background noise was substrated and quantile normalization was applied.",GPL6104,"Jesper,B,Andersen",Andersen Group,Biotech Research and Innovation Centre,Copenhagen University,Ole Maaloes Vej 5,Copenhagen,2200,Denmark,NONE,GSE26566,22184
GSM653037,Surrounding liver SL23,GSM653037,Public on Feb 25 2012,Jan 11 2011,Nov 15 2013,RNA,1,Surrounding liver SL23,Homo sapiens,9606,sample id: LEC23 | tissue: Surrounding liver,total RNA,Total RNA was extracted using Qiagen mini kit. Quality control and measurement were performed using NanoDrop and Agilent Bioanalyser.,biotin,Biotinylated cRNA were prepared using Ambion Totalprep RNA Amplification kit for Illumina arrays,Standard Illumina hybridization protocol,Standard Illumina scanning protocol,matched,"Data was processed by means of  Genome Studio v2010 from illumina, Inc. The background noise was substrated and quantile normalization was applied.",GPL6104,"Jesper,B,Andersen",Andersen Group,Biotech Research and Innovation Centre,Copenhagen University,Ole Maaloes Vej 5,Copenhagen,2200,Denmark,NONE,GSE26566,22184
GSM653038,Surrounding liver SL24,GSM653038,Public on Feb 25 2012,Jan 11 2011,Nov 15 2013,RNA,1,Surrounding liver SL24,Homo sapiens,9606,sample id: LEC24 | tissue: Surrounding liver,total RNA,Total RNA was extracted using Qiagen mini kit. Quality control and measurement were performed using NanoDrop and Agilent Bioanalyser.,biotin,Biotinylated cRNA were prepared using Ambion Totalprep RNA Amplification kit for Illumina arrays,Standard Illumina hybridization protocol,Standard Illumina scanning protocol,matched,"Data was processed by means of  Genome Studio v2010 from illumina, Inc. The background noise was substrated and quantile normalization was applied.",GPL6104,"Jesper,B,Andersen",Andersen Group,Biotech Research and Innovation Centre,Copenhagen University,Ole Maaloes Vej 5,Copenhagen,2200,Denmark,NONE,GSE26566,22184
GSM653039,Surrounding liver SL25,GSM653039,Public on Feb 25 2012,Jan 11 2011,Nov 15 2013,RNA,1,Surrounding liver SL25,Homo sapiens,9606,sample id: LEC25 | tissue: Surrounding liver,total RNA,Total RNA was extracted using Qiagen mini kit. Quality control and measurement were performed using NanoDrop and Agilent Bioanalyser.,biotin,Biotinylated cRNA were prepared using Ambion Totalprep RNA Amplification kit for Illumina arrays,Standard Illumina hybridization protocol,Standard Illumina scanning protocol,matched,"Data was processed by means of  Genome Studio v2010 from illumina, Inc. The background noise was substrated and quantile normalization was applied.",GPL6104,"Jesper,B,Andersen",Andersen Group,Biotech Research and Innovation Centre,Copenhagen University,Ole Maaloes Vej 5,Copenhagen,2200,Denmark,NONE,GSE26566,22184
GSM653040,Surrounding liver SL26,GSM653040,Public on Feb 25 2012,Jan 11 2011,Nov 15 2013,RNA,1,Surrounding liver SL26,Homo sapiens,9606,sample id: LEC26 | tissue: Surrounding liver,total RNA,Total RNA was extracted using Qiagen mini kit. Quality control and measurement were performed using NanoDrop and Agilent Bioanalyser.,biotin,Biotinylated cRNA were prepared using Ambion Totalprep RNA Amplification kit for Illumina arrays,Standard Illumina hybridization protocol,Standard Illumina scanning protocol,matched,"Data was processed by means of  Genome Studio v2010 from illumina, Inc. The background noise was substrated and quantile normalization was applied.",GPL6104,"Jesper,B,Andersen",Andersen Group,Biotech Research and Innovation Centre,Copenhagen University,Ole Maaloes Vej 5,Copenhagen,2200,Denmark,NONE,GSE26566,22184
GSM653041,Surrounding liver SL27,GSM653041,Public on Feb 25 2012,Jan 11 2011,Nov 15 2013,RNA,1,Surrounding liver SL27,Homo sapiens,9606,sample id: LEC27 | tissue: Surrounding liver,total RNA,Total RNA was extracted using Qiagen mini kit. Quality control and measurement were performed using NanoDrop and Agilent Bioanalyser.,biotin,Biotinylated cRNA were prepared using Ambion Totalprep RNA Amplification kit for Illumina arrays,Standard Illumina hybridization protocol,Standard Illumina scanning protocol,matched,"Data was processed by means of  Genome Studio v2010 from illumina, Inc. The background noise was substrated and quantile normalization was applied.",GPL6104,"Jesper,B,Andersen",Andersen Group,Biotech Research and Innovation Centre,Copenhagen University,Ole Maaloes Vej 5,Copenhagen,2200,Denmark,NONE,GSE26566,22184
GSM653042,Surrounding liver SL28,GSM653042,Public on Feb 25 2012,Jan 11 2011,Nov 15 2013,RNA,1,Surrounding liver SL28,Homo sapiens,9606,sample id: LEC28 | tissue: Surrounding liver,total RNA,Total RNA was extracted using Qiagen mini kit. Quality control and measurement were performed using NanoDrop and Agilent Bioanalyser.,biotin,Biotinylated cRNA were prepared using Ambion Totalprep RNA Amplification kit for Illumina arrays,Standard Illumina hybridization protocol,Standard Illumina scanning protocol,matched,"Data was processed by means of  Genome Studio v2010 from illumina, Inc. The background noise was substrated and quantile normalization was applied.",GPL6104,"Jesper,B,Andersen",Andersen Group,Biotech Research and Innovation Centre,Copenhagen University,Ole Maaloes Vej 5,Copenhagen,2200,Denmark,NONE,GSE26566,22184
GSM653043,Surrounding liver SL29,GSM653043,Public on Feb 25 2012,Jan 11 2011,Nov 15 2013,RNA,1,Surrounding liver SL29,Homo sapiens,9606,sample id: LEC29 | tissue: Surrounding liver,total RNA,Total RNA was extracted using Qiagen mini kit. Quality control and measurement were performed using NanoDrop and Agilent Bioanalyser.,biotin,Biotinylated cRNA were prepared using Ambion Totalprep RNA Amplification kit for Illumina arrays,Standard Illumina hybridization protocol,Standard Illumina scanning protocol,matched,"Data was processed by means of  Genome Studio v2010 from illumina, Inc. The background noise was substrated and quantile normalization was applied.",GPL6104,"Jesper,B,Andersen",Andersen Group,Biotech Research and Innovation Centre,Copenhagen University,Ole Maaloes Vej 5,Copenhagen,2200,Denmark,NONE,GSE26566,22184
GSM653044,Surrounding liver SL30,GSM653044,Public on Feb 25 2012,Jan 11 2011,Nov 15 2013,RNA,1,Surrounding liver SL30,Homo sapiens,9606,sample id: LEC30 | tissue: Surrounding liver,total RNA,Total RNA was extracted using Qiagen mini kit. Quality control and measurement were performed using NanoDrop and Agilent Bioanalyser.,biotin,Biotinylated cRNA were prepared using Ambion Totalprep RNA Amplification kit for Illumina arrays,Standard Illumina hybridization protocol,Standard Illumina scanning protocol,matched,"Data was processed by means of  Genome Studio v2010 from illumina, Inc. The background noise was substrated and quantile normalization was applied.",GPL6104,"Jesper,B,Andersen",Andersen Group,Biotech Research and Innovation Centre,Copenhagen University,Ole Maaloes Vej 5,Copenhagen,2200,Denmark,NONE,GSE26566,22184
GSM653045,Surrounding liver SL31,GSM653045,Public on Feb 25 2012,Jan 11 2011,Nov 15 2013,RNA,1,Surrounding liver SL31,Homo sapiens,9606,sample id: LEC31 | tissue: Surrounding liver,total RNA,Total RNA was extracted using Qiagen mini kit. Quality control and measurement were performed using NanoDrop and Agilent Bioanalyser.,biotin,Biotinylated cRNA were prepared using Ambion Totalprep RNA Amplification kit for Illumina arrays,Standard Illumina hybridization protocol,Standard Illumina scanning protocol,matched,"Data was processed by means of  Genome Studio v2010 from illumina, Inc. The background noise was substrated and quantile normalization was applied.",GPL6104,"Jesper,B,Andersen",Andersen Group,Biotech Research and Innovation Centre,Copenhagen University,Ole Maaloes Vej 5,Copenhagen,2200,Denmark,NONE,GSE26566,22184
GSM653046,Surrounding liver SL32,GSM653046,Public on Feb 25 2012,Jan 11 2011,Nov 15 2013,RNA,1,Surrounding liver SL32,Homo sapiens,9606,sample id: LEC32 | tissue: Surrounding liver,total RNA,Total RNA was extracted using Qiagen mini kit. Quality control and measurement were performed using NanoDrop and Agilent Bioanalyser.,biotin,Biotinylated cRNA were prepared using Ambion Totalprep RNA Amplification kit for Illumina arrays,Standard Illumina hybridization protocol,Standard Illumina scanning protocol,matched,"Data was processed by means of  Genome Studio v2010 from illumina, Inc. The background noise was substrated and quantile normalization was applied.",GPL6104,"Jesper,B,Andersen",Andersen Group,Biotech Research and Innovation Centre,Copenhagen University,Ole Maaloes Vej 5,Copenhagen,2200,Denmark,NONE,GSE26566,22184
GSM653047,Surrounding liver SL33,GSM653047,Public on Feb 25 2012,Jan 11 2011,Nov 15 2013,RNA,1,Surrounding liver SL33,Homo sapiens,9606,sample id: LEC33 | tissue: Surrounding liver,total RNA,Total RNA was extracted using Qiagen mini kit. Quality control and measurement were performed using NanoDrop and Agilent Bioanalyser.,biotin,Biotinylated cRNA were prepared using Ambion Totalprep RNA Amplification kit for Illumina arrays,Standard Illumina hybridization protocol,Standard Illumina scanning protocol,matched,"Data was processed by means of  Genome Studio v2010 from illumina, Inc. The background noise was substrated and quantile normalization was applied.",GPL6104,"Jesper,B,Andersen",Andersen Group,Biotech Research and Innovation Centre,Copenhagen University,Ole Maaloes Vej 5,Copenhagen,2200,Denmark,NONE,GSE26566,22184
GSM653048,Surrounding liver SL34,GSM653048,Public on Feb 25 2012,Jan 11 2011,Nov 15 2013,RNA,1,Surrounding liver SL34,Homo sapiens,9606,sample id: LEC34 | tissue: Surrounding liver,total RNA,Total RNA was extracted using Qiagen mini kit. Quality control and measurement were performed using NanoDrop and Agilent Bioanalyser.,biotin,Biotinylated cRNA were prepared using Ambion Totalprep RNA Amplification kit for Illumina arrays,Standard Illumina hybridization protocol,Standard Illumina scanning protocol,matched,"Data was processed by means of  Genome Studio v2010 from illumina, Inc. The background noise was substrated and quantile normalization was applied.",GPL6104,"Jesper,B,Andersen",Andersen Group,Biotech Research and Innovation Centre,Copenhagen University,Ole Maaloes Vej 5,Copenhagen,2200,Denmark,NONE,GSE26566,22184
GSM653049,Surrounding liver SL35,GSM653049,Public on Feb 25 2012,Jan 11 2011,Nov 15 2013,RNA,1,Surrounding liver SL35,Homo sapiens,9606,sample id: LEC35 | tissue: Surrounding liver,total RNA,Total RNA was extracted using Qiagen mini kit. Quality control and measurement were performed using NanoDrop and Agilent Bioanalyser.,biotin,Biotinylated cRNA were prepared using Ambion Totalprep RNA Amplification kit for Illumina arrays,Standard Illumina hybridization protocol,Standard Illumina scanning protocol,matched,"Data was processed by means of  Genome Studio v2010 from illumina, Inc. The background noise was substrated and quantile normalization was applied.",GPL6104,"Jesper,B,Andersen",Andersen Group,Biotech Research and Innovation Centre,Copenhagen University,Ole Maaloes Vej 5,Copenhagen,2200,Denmark,NONE,GSE26566,22184
GSM653050,Surrounding liver SL36,GSM653050,Public on Feb 25 2012,Jan 11 2011,Nov 15 2013,RNA,1,Surrounding liver SL36,Homo sapiens,9606,sample id: LEC36 | tissue: Surrounding liver,total RNA,Total RNA was extracted using Qiagen mini kit. Quality control and measurement were performed using NanoDrop and Agilent Bioanalyser.,biotin,Biotinylated cRNA were prepared using Ambion Totalprep RNA Amplification kit for Illumina arrays,Standard Illumina hybridization protocol,Standard Illumina scanning protocol,matched,"Data was processed by means of  Genome Studio v2010 from illumina, Inc. The background noise was substrated and quantile normalization was applied.",GPL6104,"Jesper,B,Andersen",Andersen Group,Biotech Research and Innovation Centre,Copenhagen University,Ole Maaloes Vej 5,Copenhagen,2200,Denmark,NONE,GSE26566,22184
