probe_id,gene_symbol,gene_name,entrez_id,ensembl_id
ILMN_1721292,C2ORF32,"Homo sapiens chromosome 2 open reading frame 32 (C2orf32), mRNA.",,
ILMN_1742953,SSX8,"Homo sapiens synovial sarcoma, X breakpoint 8 (SSX8), mRNA.",,
ILMN_1767475,CERK,"Homo sapiens ceramide kinase (CERK), transcript variant 1, mRNA.",,
ILMN_1721325,CERK,"Homo sapiens ceramide kinase (CERK), transcript variant 1, mRNA.",,
ILMN_1804661,KALRN,"Homo sapiens kalirin, RhoGEF kinase (KALRN), transcript variant 1, mRNA.",,
ILMN_1695271,RPP25,"Homo sapiens ribonuclease P 25kDa subunit (RPP25), mRNA.",,
ILMN_1782691,LOC149620,"Homo sapiens similar to CHIA protein (LOC149620), mRNA.",,
ILMN_1696597,C3ORF37,"Homo sapiens chromosome 3 open reading frame 37 (C3orf37), transcript variant 1, mRNA.",,
ILMN_1696419,STOM,"Homo sapiens stomatin (STOM), transcript variant 1, mRNA.",,
ILMN_1795245,MGC42367,"Homo sapiens similar to 2010300C02Rik protein (MGC42367), mRNA.",,
ILMN_1693702,MRFAP1L1,"Homo sapiens Morf4 family associated protein 1-like 1 (MRFAP1L1), transcript variant 2, mRNA.",,
ILMN_1696975,USP1,"Homo sapiens ubiquitin specific peptidase 1 (USP1), transcript variant 3, mRNA.",,
ILMN_1737912,GLRX2,"Homo sapiens glutaredoxin 2 (GLRX2), transcript variant 1, mRNA.",,
ILMN_1751530,GADD45GIP1,"Homo sapiens growth arrest and DNA-damage-inducible, gamma interacting protein 1 (GADD45GIP1), mRNA.",,
ILMN_1784880,TAF9L,"Homo sapiens TAF9-like RNA polymerase II, TATA box binding protein (TBP)-associated factor, 31kDa (TAF9L), mRNA.",,
ILMN_1768952,FCAR,"Homo sapiens Fc fragment of IgA, receptor for (FCAR), transcript variant 10, mRNA.",,
ILMN_1743763,TJAP1,"Homo sapiens tight junction associated protein 1 (peripheral) (TJAP1), mRNA.",,
ILMN_1812281,ARG1,"Homo sapiens arginase, liver (ARG1), mRNA.",,
ILMN_1723287,SLC6A16,"Homo sapiens solute carrier family 6, member 16 (SLC6A16), mRNA.",,
ILMN_1748894,GTPBP3,"Homo sapiens GTP binding protein 3 (mitochondrial) (GTPBP3), transcript variant V, mRNA.",,
ILMN_1801666,SCN10A,"Homo sapiens sodium channel, voltage-gated, type X, alpha subunit (SCN10A), mRNA.",,
ILMN_1801143,LOXHD1,"Homo sapiens lipoxygenase homology domains 1 (LOXHD1), mRNA.",,
ILMN_1812799,DSG4,"Homo sapiens desmoglein 4 (DSG4), mRNA.",,
ILMN_1656145,GOT1,"Homo sapiens glutamic-oxaloacetic transaminase 1, soluble (aspartate aminotransferase 1) (GOT1), mRNA.",,
ILMN_1724738,TFR2,"Homo sapiens transferrin receptor 2 (TFR2), mRNA.",,
ILMN_1760288,CABP2,"Homo sapiens calcium binding protein 2 (CABP2), transcript variant 1, mRNA.",,
ILMN_1720136,CABP2,"Homo sapiens calcium binding protein 2 (CABP2), transcript variant 1, mRNA.",,
ILMN_1728380,PHOSPHO2,"Homo sapiens phosphatase, orphan 2 (PHOSPHO2), mRNA.",,
ILMN_1749553,ENTPD2,"Homo sapiens ectonucleoside triphosphate diphosphohydrolase 2 (ENTPD2), transcript variant 2, mRNA.",,
ILMN_1734552,LRRC20,"Homo sapiens leucine rich repeat containing 20 (LRRC20), transcript variant 1, mRNA.",,
ILMN_1739496,PRRX1,"Homo sapiens paired related homeobox 1 (PRRX1), transcript variant pmx-1a, mRNA.",,
ILMN_1811851,PRRX1,"Homo sapiens paired related homeobox 1 (PRRX1), transcript variant pmx-1a, mRNA.",,
ILMN_1719664,PTPN21,"Homo sapiens protein tyrosine phosphatase, non-receptor type 21 (PTPN21), mRNA.",,
ILMN_1779857,KLF4,"Homo sapiens Kruppel-like factor 4 (gut) (KLF4), mRNA.",,
ILMN_1811397,CCDC78,"Homo sapiens coiled-coil domain containing 78 (CCDC78), transcript variant 1, mRNA.",,
ILMN_1747019,PDYN,"Homo sapiens prodynorphin (PDYN), mRNA.",,
ILMN_1768226,ARMCX6,"Homo sapiens armadillo repeat containing, X-linked 6 (ARMCX6), transcript variant 2, mRNA.",,
ILMN_1718619,TRIM11,"Homo sapiens tripartite motif-containing 11 (TRIM11), mRNA.",,
ILMN_1762932,CHMP2A,"Homo sapiens chromatin modifying protein 2A (CHMP2A), transcript variant 2, mRNA.",,
ILMN_1760352,C2ORF52,"Homo sapiens chromosome 2 open reading frame 52 (C2orf52), mRNA.",,
ILMN_1813075,ASCL4,"Homo sapiens achaete-scute complex homolog 4 (Drosophila) (ASCL4), mRNA.",,
ILMN_1763910,TH1L,"Homo sapiens TH1-like (Drosophila) (TH1L), transcript variant 2, mRNA.",,
ILMN_1808777,EHD2,"Homo sapiens EH-domain containing 2 (EHD2), mRNA.",,
ILMN_1655093,ING5,"PREDICTED: Homo sapiens inhibitor of growth family, member 5 (ING5), mRNA.",,
ILMN_1685641,BCHE,"Homo sapiens butyrylcholinesterase (BCHE), mRNA.",,
ILMN_1750029,GABPA,"Homo sapiens GA binding protein transcription factor, alpha subunit 60kDa (GABPA), mRNA.",,
ILMN_1653751,HOP,"Homo sapiens homeodomain-only protein (HOP), transcript variant 3, mRNA.",,
ILMN_1784933,C10ORF129,"Homo sapiens chromosome 10 open reading frame 129 (C10orf129), mRNA.",,
ILMN_1662198,RANGAP1,"Homo sapiens Ran GTPase activating protein 1 (RANGAP1), mRNA.",,
ILMN_1653447,PSORS1C2,"Homo sapiens psoriasis susceptibility 1 candidate 2 (PSORS1C2), mRNA.",,
ILMN_1664646,NSUN6,"Homo sapiens NOL1/NOP2/Sun domain family, member 6 (NSUN6), mRNA.",,
ILMN_1748685,TRIM31,"Homo sapiens tripartite motif-containing 31 (TRIM31), transcript variant 1, mRNA.",,
ILMN_1761010,PCCB,"Homo sapiens propionyl Coenzyme A carboxylase, beta polypeptide (PCCB), mRNA.",,
ILMN_1660775,TPM3,"Homo sapiens tropomyosin 3 (TPM3), transcript variant 3, mRNA.",,
ILMN_1774708,ORMDL2,"Homo sapiens ORM1-like 2 (S. cerevisiae) (ORMDL2), mRNA.",,
ILMN_1795317,SCAND1,"Homo sapiens SCAN domain containing 1 (SCAND1), transcript variant 1, mRNA.",,
ILMN_1794230,SCAND1,"Homo sapiens SCAN domain containing 1 (SCAND1), transcript variant 1, mRNA.",,
ILMN_1755224,TMEM102,"Homo sapiens transmembrane protein 102 (TMEM102), mRNA.",,
ILMN_1772790,C1ORF161,"Homo sapiens chromosome 1 open reading frame 161 (C1orf161), mRNA.",,
ILMN_1798914,C1ORF65,"Homo sapiens chromosome 1 open reading frame 65 (C1orf65), mRNA.",,
ILMN_1801987,OR3A3,"Homo sapiens olfactory receptor, family 3, subfamily A, member 3 (OR3A3), mRNA.",,
ILMN_1780949,PKP2,"Homo sapiens plakophilin 2 (PKP2), transcript variant 2b, mRNA.",,
ILMN_1745100,IL1RAP,"Homo sapiens interleukin 1 receptor accessory protein (IL1RAP), transcript variant 2, mRNA.",,
ILMN_1793870,IL1RAP,"Homo sapiens interleukin 1 receptor accessory protein (IL1RAP), transcript variant 2, mRNA.",,
ILMN_1765091,ANKHD1,"Homo sapiens ankyrin repeat and KH domain containing 1 (ANKHD1), transcript variant 1, mRNA.",,
ILMN_1808238,RBPMS2,"Homo sapiens RNA binding protein with multiple splicing 2 (RBPMS2), mRNA.",,
ILMN_1672246,OR4C15,"Homo sapiens olfactory receptor, family 4, subfamily C, member 15 (OR4C15), mRNA.",,
ILMN_1675612,BLCAP,"Homo sapiens bladder cancer associated protein (BLCAP), mRNA.",,
ILMN_1752658,NGFR,"Homo sapiens nerve growth factor receptor (TNFR superfamily, member 16) (NGFR), mRNA.",,
ILMN_1707232,EBF3,"Homo sapiens early B-cell factor 3 (EBF3), mRNA.",,
ILMN_1763728,OR6C68,"Homo sapiens olfactory receptor, family 6, subfamily C, member 68 (OR6C68), mRNA.",,
ILMN_1713835,C9ORF165,"Homo sapiens chromosome 9 open reading frame 165 (C9orf165), mRNA.",,
ILMN_1810601,ICAM4,"Homo sapiens intercellular adhesion molecule 4 (Landsteiner-Wiener blood group) (ICAM4), transcript variant 3, mRNA.",,
ILMN_1802252,GAPDH,"Homo sapiens glyceraldehyde-3-phosphate dehydrogenase (GAPDH), mRNA.",,
ILMN_1744806,CPB2,"Homo sapiens carboxypeptidase B2 (plasma) (CPB2), transcript variant 1, mRNA.",,
ILMN_1696433,CPB2,"Homo sapiens carboxypeptidase B2 (plasma) (CPB2), transcript variant 1, mRNA.",,
ILMN_1664859,ST8SIA1,"Homo sapiens ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1 (ST8SIA1), mRNA.",,
ILMN_1799335,PCDHA6,"Homo sapiens protocadherin alpha 6 (PCDHA6), transcript variant 2, mRNA.",,
ILMN_1677942,TMEM58,"Homo sapiens transmembrane protein 58 (TMEM58), mRNA.",,
ILMN_1722022,MAGEE1,"Homo sapiens melanoma antigen family E, 1 (MAGEE1), mRNA.",,
ILMN_1703072,CREB3,"Homo sapiens cAMP responsive element binding protein 3 (CREB3), mRNA.",,
ILMN_1759292,C9ORF163,"Homo sapiens chromosome 9 open reading frame 163 (C9orf163), mRNA.",,
ILMN_1670037,POLR2L,"Homo sapiens polymerase (RNA) II (DNA directed) polypeptide L, 7.6kDa (POLR2L), mRNA.",,
ILMN_1772667,P2RY1,"Homo sapiens purinergic receptor P2Y, G-protein coupled, 1 (P2RY1), mRNA.",,
ILMN_1733904,C20ORF114,"Homo sapiens chromosome 20 open reading frame 114 (C20orf114), mRNA.",,
ILMN_1658579,CDK5RAP3,"Homo sapiens CDK5 regulatory subunit associated protein 3 (CDK5RAP3), transcript variant 1, mRNA.",,
ILMN_1812557,CDK5RAP3,"Homo sapiens CDK5 regulatory subunit associated protein 3 (CDK5RAP3), transcript variant 1, mRNA.",,
ILMN_1799224,FANCA,"Homo sapiens Fanconi anemia, complementation group A (FANCA), transcript variant 1, mRNA.",,
ILMN_1803279,TMED5,"Homo sapiens transmembrane emp24 protein transport domain containing 5 (TMED5), mRNA.",,
ILMN_1677226,ARVCF,"Homo sapiens armadillo repeat gene deletes in velocardiofacial syndrome (ARVCF), mRNA.",,
ILMN_1699767,PDE8A,"Homo sapiens phosphodiesterase 8A (PDE8A), transcript variant 2, mRNA.",,
ILMN_1691112,PIGN,"Homo sapiens phosphatidylinositol glycan anchor biosynthesis, class N (PIGN), transcript variant 2, mRNA.",,
ILMN_1654893,SCAMP2,"Homo sapiens secretory carrier membrane protein 2 (SCAMP2), mRNA.",,
ILMN_1724679,CHRDL1,"Homo sapiens chordin-like 1 (CHRDL1), mRNA.",,
ILMN_1651507,FLJ22028,"Homo sapiens hypothetical protein FLJ22028 (FLJ22028), mRNA.",,
ILMN_1804005,FBP2,"Homo sapiens fructose-1,6-bisphosphatase 2 (FBP2), mRNA.",,
ILMN_1683854,ZNF484,"Homo sapiens zinc finger protein 484 (ZNF484), transcript variant 1, mRNA.",,
ILMN_1766955,VCAM1,"Homo sapiens vascular cell adhesion molecule 1 (VCAM1), transcript variant 1, mRNA.",,
ILMN_1664928,ZNF599,"Homo sapiens zinc finger protein 599 (ZNF599), transcript variant 1, mRNA.",,
ILMN_1725831,PLAC2,"Homo sapiens placenta-specific 2 (PLAC2), mRNA.",,
ILMN_1770629,SLC17A7,"Homo sapiens solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 7 (SLC17A7), mRNA.",,
ILMN_1752208,FLJ21511,"Homo sapiens hypothetical protein FLJ21511 (FLJ21511), mRNA.",,
ILMN_1711361,ZNF319,"Homo sapiens zinc finger protein 319 (ZNF319), mRNA.",,
ILMN_1709936,LOC90624,"Homo sapiens hypothetical protein LOC90624 (LOC90624), mRNA.",,
ILMN_1745103,CLEC1B,"Homo sapiens C-type lectin domain family 1, member B (CLEC1B), mRNA.",,
ILMN_1741869,WDR47,"Homo sapiens WD repeat domain 47 (WDR47), mRNA.",,
ILMN_1759787,THBD,"Homo sapiens thrombomodulin (THBD), mRNA.",,
ILMN_1689874,HOXB3,"Homo sapiens homeobox B3 (HOXB3), mRNA.",,
ILMN_1706649,OR4N2,"Homo sapiens olfactory receptor, family 4, subfamily N, member 2 (OR4N2), mRNA.",,
ILMN_1694502,PRIM1,"Homo sapiens primase, polypeptide 1, 49kDa (PRIM1), mRNA.",,
ILMN_1757591,PRIMA1,"Homo sapiens proline rich membrane anchor 1 (PRIMA1), transcript variant II, mRNA.",,
ILMN_1697971,TRIM38,"Homo sapiens tripartite motif-containing 38 (TRIM38), mRNA.",,
ILMN_1739138,OR1N1,"Homo sapiens olfactory receptor, family 1, subfamily N, member 1 (OR1N1), mRNA.",,
ILMN_1687813,CCDC38,"Homo sapiens coiled-coil domain containing 38 (CCDC38), mRNA.",,
ILMN_1731294,GPR179,"Homo sapiens G protein-coupled receptor 179 (GPR179), mRNA.",,
ILMN_1666530,ZC3H8,"Homo sapiens zinc finger CCCH-type containing 8 (ZC3H8), mRNA.",,
ILMN_1776076,POFUT1,"Homo sapiens protein O-fucosyltransferase 1 (POFUT1), transcript variant 1, mRNA.",,
ILMN_1693392,RGAG4,"Homo sapiens retrotransposon gag domain containing 4 (RGAG4), mRNA.",,
ILMN_1713053,C1ORF123,"Homo sapiens chromosome 1 open reading frame 123 (C1orf123), mRNA.",,
ILMN_1675701,C5ORF3,"Homo sapiens chromosome 5 open reading frame 3 (C5orf3), mRNA.",,
ILMN_1758735,NLRP12,"Homo sapiens NLR family, pyrin domain containing 12 (NLRP12), transcript variant 2, mRNA.",,
ILMN_1666174,CECR1,"Homo sapiens cat eye syndrome chromosome region, candidate 1 (CECR1), transcript variant 2, mRNA.",,
ILMN_1751851,CECR1,"Homo sapiens cat eye syndrome chromosome region, candidate 1 (CECR1), transcript variant 2, mRNA.",,
ILMN_1804152,KCNH6,"Homo sapiens potassium voltage-gated channel, subfamily H (eag-related), member 6 (KCNH6), transcript variant 1, mRNA.",,
ILMN_1679460,PPFIBP1,"Homo sapiens PTPRF interacting protein, binding protein 1 (liprin beta 1) (PPFIBP1), transcript variant 1, mRNA.",,
ILMN_1655890,MBTD1,"Homo sapiens mbt domain containing 1 (MBTD1), mRNA.",,
ILMN_1742203,DYDC1,"Homo sapiens DPY30 domain containing 1 (DYDC1), mRNA.",,
ILMN_1770682,TEP1,"Homo sapiens telomerase-associated protein 1 (TEP1), mRNA.",,
ILMN_1708790,CA6,"Homo sapiens carbonic anhydrase VI (CA6), mRNA.",,
ILMN_1785406,NAP1L3,"Homo sapiens nucleosome assembly protein 1-like 3 (NAP1L3), mRNA.",,
ILMN_1740276,CLDN9,"Homo sapiens claudin 9 (CLDN9), mRNA.",,
ILMN_1813120,MAP4K3,"Homo sapiens mitogen-activated protein kinase kinase kinase kinase 3 (MAP4K3), mRNA.",,
ILMN_1687921,LOC339123,"Homo sapiens hypothetical LOC339123 (LOC339123), mRNA.",,
ILMN_1703385,DFNB31,"Homo sapiens deafness, autosomal recessive 31 (DFNB31), mRNA.",,
ILMN_1690252,ALKBH2,"Homo sapiens alkB, alkylation repair homolog 2 (E. coli) (ALKBH2), mRNA.",,
ILMN_1792138,UQCRH,"Homo sapiens ubiquinol-cytochrome c reductase hinge protein (UQCRH), mRNA.",,
ILMN_1797738,RCCD1,"Homo sapiens RCC1 domain containing 1 (RCCD1), transcript variant 1, mRNA.",,
ILMN_1722119,RCCD1,"Homo sapiens RCC1 domain containing 1 (RCCD1), transcript variant 1, mRNA.",,
ILMN_1798303,RAET1G,"Homo sapiens retinoic acid early transcript 1G (RAET1G), mRNA.",,
ILMN_1659836,RAET1G,"Homo sapiens retinoic acid early transcript 1G (RAET1G), mRNA.",,
ILMN_1751097,CREB3L2,"Homo sapiens cAMP responsive element binding protein 3-like 2 (CREB3L2), mRNA.",,
ILMN_1706275,C8ORF33,"Homo sapiens chromosome 8 open reading frame 33 (C8orf33), mRNA.",,
ILMN_1780625,HR,"Homo sapiens hairless homolog (mouse) (HR), transcript variant 1, mRNA.",,
ILMN_1680949,KCNS2,"Homo sapiens potassium voltage-gated channel, delayed-rectifier, subfamily S, member 2 (KCNS2), mRNA.",,
ILMN_1708410,ARSK,"Homo sapiens arylsulfatase family, member K (ARSK), mRNA.",,
ILMN_1743199,EGR2,"Homo sapiens early growth response 2 (Krox-20 homolog, Drosophila) (EGR2), mRNA.",,
ILMN_1679694,MMP27,"Homo sapiens matrix metallopeptidase 27 (MMP27), mRNA.",,
ILMN_1667630,TFPI2,"Homo sapiens tissue factor pathway inhibitor 2 (TFPI2), mRNA.",,
ILMN_1684732,PDE6A,"Homo sapiens phosphodiesterase 6A, cGMP-specific, rod, alpha (PDE6A), mRNA.",,
ILMN_1812254,KIF5A,"Homo sapiens kinesin family member 5A (KIF5A), mRNA.",,
ILMN_1800261,TUBA1B,"Homo sapiens tubulin, alpha 1b (TUBA1B), mRNA.",,
ILMN_1753013,RBL1,"Homo sapiens retinoblastoma-like 1 (p107) (RBL1), transcript variant 2, mRNA.",,
ILMN_1716195,HIST1H2BG,"Homo sapiens histone cluster 1, H2bg (HIST1H2BG), mRNA.",,
ILMN_1789530,HIST1H2AH,"Homo sapiens histone cluster 1, H2ah (HIST1H2AH), mRNA.",,
ILMN_1686981,SULF2,"Homo sapiens sulfatase 2 (SULF2), transcript variant 1, mRNA.",,
ILMN_1758229,QSCN6,"Homo sapiens quiescin Q6 (QSCN6), transcript variant 1, mRNA.",,
ILMN_1765613,OR52L1,"Homo sapiens olfactory receptor, family 52, subfamily L, member 1 (OR52L1), mRNA.",,
ILMN_1729975,ARAF,"Homo sapiens v-raf murine sarcoma 3611 viral oncogene homolog (ARAF), mRNA.",,
ILMN_1770856,TMIGD2,"Homo sapiens transmembrane and immunoglobulin domain containing 2 (TMIGD2), mRNA.",,
ILMN_1704101,HSF4,"Homo sapiens heat shock transcription factor 4 (HSF4), transcript variant 2, mRNA.",,
ILMN_1708983,CASC1,"Homo sapiens cancer susceptibility candidate 1 (CASC1), mRNA.",,
ILMN_1758939,RIPK2,"Homo sapiens receptor-interacting serine-threonine kinase 2 (RIPK2), mRNA.",,
ILMN_1737396,PSMD14,"Homo sapiens proteasome (prosome, macropain) 26S subunit, non-ATPase, 14 (PSMD14), mRNA.",,
ILMN_1672871,BRUNOL5,"Homo sapiens bruno-like 5, RNA binding protein (Drosophila) (BRUNOL5), mRNA.",,
ILMN_1663257,ATP6V1C1,"Homo sapiens ATPase, H+ transporting, lysosomal 42kDa, V1 subunit C1 (ATP6V1C1), transcript variant 1, mRNA.",,
ILMN_1736042,ME1,"Homo sapiens malic enzyme 1, NADP(+)-dependent, cytosolic (ME1), mRNA.",,
ILMN_1664833,MRPL50,"Homo sapiens mitochondrial ribosomal protein L50 (MRPL50), nuclear gene encoding mitochondrial protein, mRNA.",,
ILMN_1717780,PLEC1,"Homo sapiens plectin 1, intermediate filament binding protein 500kDa (PLEC1), transcript variant 10, mRNA.",,
ILMN_1808404,RHBDF1,"Homo sapiens rhomboid 5 homolog 1 (Drosophila) (RHBDF1), mRNA.",,
ILMN_1720908,TSPAN4,"Homo sapiens tetraspanin 4 (TSPAN4), transcript variant 2, mRNA.",,
ILMN_1691171,SP3,"Homo sapiens Sp3 transcription factor (SP3), transcript variant 2, mRNA.",,
ILMN_1806434,PAQR5,"Homo sapiens progestin and adipoQ receptor family member V (PAQR5), mRNA.",,
ILMN_1706273,HCCA2,"Homo sapiens HCCA2 protein (HCCA2), mRNA.",,
ILMN_1715902,DUX4C,"Homo sapiens double homeobox 4c (DUX4C), mRNA.",,
ILMN_1797070,APOL3,"Homo sapiens apolipoprotein L, 3 (APOL3), transcript variant alpha/a, mRNA.",,
ILMN_1689086,CTSC,"Homo sapiens cathepsin C (CTSC), transcript variant 2, mRNA.",,
ILMN_1705324,HRNBP3,"Homo sapiens hypothetical protein LOC146713 (HRNBP3), mRNA.",,
ILMN_1689088,COLEC12,"Homo sapiens collectin sub-family member 12 (COLEC12), transcript variant I, mRNA.",,
ILMN_1740606,PLEKHK1,"Homo sapiens pleckstrin homology domain containing, family K member 1 (PLEKHK1), mRNA.",,
ILMN_1670725,SYT16,"Homo sapiens synaptotagmin XVI (SYT16), mRNA.",,
ILMN_1794253,FLJ20186,"Homo sapiens hypothetical protein FLJ20186 (FLJ20186), transcript variant 2, mRNA.",,
ILMN_1656185,FLJ20186,"Homo sapiens hypothetical protein FLJ20186 (FLJ20186), transcript variant 2, mRNA.",,
ILMN_1768954,RIBC1,"Homo sapiens RIB43A domain with coiled-coils 1 (RIBC1), transcript variant 1, mRNA.",,
ILMN_1807919,TNS1,"Homo sapiens tensin 1 (TNS1), mRNA.",,
ILMN_1714296,DNAH2,"Homo sapiens dynein, axonemal, heavy chain 2 (DNAH2), mRNA.",,
ILMN_1707356,CFL2,"Homo sapiens cofilin 2 (muscle) (CFL2), transcript variant 2, mRNA.",,
ILMN_1687535,OR1N2,"Homo sapiens olfactory receptor, family 1, subfamily N, member 2 (OR1N2), mRNA.",,
ILMN_1717078,DNAJC16,"Homo sapiens DnaJ (Hsp40) homolog, subfamily C, member 16 (DNAJC16), mRNA.",,
ILMN_1737312,SLC25A17,"Homo sapiens solute carrier family 25 (mitochondrial carrier; peroxisomal membrane protein, 34kDa), member 17 (SLC25A17), nuclear gene encoding mitochondrial protein, mRNA.",,
ILMN_1751279,KLHL32,"Homo sapiens kelch-like 32 (Drosophila) (KLHL32), mRNA.",,
ILMN_1801051,PCDHB8,"Homo sapiens protocadherin beta 8 (PCDHB8), mRNA.",,
ILMN_1805905,CAT,"Homo sapiens catalase (CAT), mRNA.",,
ILMN_1793962,OR8K5,"Homo sapiens olfactory receptor, family 8, subfamily K, member 5 (OR8K5), mRNA.",,
ILMN_1778796,ADSS,"Homo sapiens adenylosuccinate synthase (ADSS), mRNA.",,
ILMN_1778308,COL4A4,"Homo sapiens collagen, type IV, alpha 4 (COL4A4), mRNA.",,
ILMN_1673716,KIF6,"Homo sapiens kinesin family member 6 (KIF6), mRNA.",,
ILMN_1761066,CLEC3A,"Homo sapiens C-type lectin domain family 3, member A (CLEC3A), mRNA.",,
ILMN_1791375,LOC442578,"Homo sapiens similar to Cohesin subunit SA-3 (Stromal antigen 3) (Stromalin 3) (SCC3 homolog 3) (LOC442578), mRNA.",,
ILMN_1691433,PIK3R1,"Homo sapiens phosphoinositide-3-kinase, regulatory subunit 1 (p85 alpha) (PIK3R1), transcript variant 3, mRNA.",,
ILMN_1776216,TMEM32,"Homo sapiens transmembrane protein 32 (TMEM32), mRNA.",,
ILMN_1657505,HR,"Homo sapiens hairless homolog (mouse) (HR), transcript variant 2, mRNA.",,
ILMN_1672344,CCR4,"Homo sapiens chemokine (C-C motif) receptor 4 (CCR4), mRNA.",,
ILMN_1652423,RREB1,"Homo sapiens ras responsive element binding protein 1 (RREB1), transcript variant 3, mRNA.",,
ILMN_1716372,STT3B,"Homo sapiens STT3, subunit of the oligosaccharyltransferase complex, homolog B (S. cerevisiae) (STT3B), mRNA.",,
ILMN_1737498,MLKL,"PREDICTED: Homo sapiens mixed lineage kinase domain-like (MLKL), mRNA.",,
ILMN_1695108,RSPO2,"Homo sapiens R-spondin 2 homolog (Xenopus laevis) (RSPO2), mRNA.",,
ILMN_1682494,RSRC1,"Homo sapiens arginine/serine-rich coiled-coil 1 (RSRC1), mRNA.",,
ILMN_1728163,CTDSP1,"Homo sapiens CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 1 (CTDSP1), transcript variant 1, mRNA.",,
ILMN_1763793,PPM1L,"Homo sapiens protein phosphatase 1 (formerly 2C)-like (PPM1L), mRNA.",,
ILMN_1751743,XRCC1,"Homo sapiens X-ray repair complementing defective repair in Chinese hamster cells 1 (XRCC1), mRNA.",,
ILMN_1726720,NUSAP1,"Homo sapiens nucleolar and spindle associated protein 1 (NUSAP1), transcript variant 1, mRNA.",,
ILMN_1778595,SLN,"Homo sapiens sarcolipin (SLN), mRNA.",,
ILMN_1652424,OR1S1,"Homo sapiens olfactory receptor, family 1, subfamily S, member 1 (OR1S1), mRNA.",,
ILMN_1768913,TSN,"Homo sapiens translin (TSN), mRNA.",,
ILMN_1813139,ANKDD1A,"Homo sapiens ankyrin repeat and death domain containing 1A (ANKDD1A), mRNA.",,
ILMN_1815682,C3ORF37,"Homo sapiens chromosome 3 open reading frame 37 (C3orf37), transcript variant 2, mRNA.",,
ILMN_1779313,LOC338328,"PREDICTED: Homo sapiens high density lipoprotein-binding protein (LOC338328), mRNA.",,
ILMN_1716847,FADS3,"Homo sapiens fatty acid desaturase 3 (FADS3), mRNA.",,
ILMN_1690398,MAP3K3,"Homo sapiens mitogen-activated protein kinase kinase kinase 3 (MAP3K3), transcript variant 2, mRNA.",,
ILMN_1758404,TFAP2B,"Homo sapiens transcription factor AP-2 beta (activating enhancer binding protein 2 beta) (TFAP2B), mRNA.",,
ILMN_1655498,FAM57B,"Homo sapiens family with sequence similarity 57, member B (FAM57B), mRNA.",,
ILMN_1748538,ALDH1A2,"Homo sapiens aldehyde dehydrogenase 1 family, member A2 (ALDH1A2), transcript variant 2, mRNA.",,
ILMN_1696295,LY6G6D,"Homo sapiens lymphocyte antigen 6 complex, locus G6D (LY6G6D), mRNA.",,
ILMN_1710221,GPR35,"Homo sapiens G protein-coupled receptor 35 (GPR35), mRNA.",,
ILMN_1779823,CACNA1H,"Homo sapiens calcium channel, voltage-dependent, T type, alpha 1H subunit (CACNA1H), transcript variant 1, mRNA.",,
ILMN_1797432,AMAC1,"Homo sapiens acyl-malonyl condensing enzyme 1 (AMAC1), mRNA.",,
ILMN_1811178,ZNF291,"Homo sapiens zinc finger protein 291 (ZNF291), mRNA.",,
ILMN_1797030,FGF18,"Homo sapiens fibroblast growth factor 18 (FGF18), mRNA.",,
ILMN_1693483,FGF18,"Homo sapiens fibroblast growth factor 18 (FGF18), mRNA.",,
ILMN_1670844,OPN3,"Homo sapiens opsin 3 (encephalopsin, panopsin) (OPN3), transcript variant 1, mRNA.",,
ILMN_1716988,OPN3,"Homo sapiens opsin 3 (encephalopsin, panopsin) (OPN3), transcript variant 1, mRNA.",,
ILMN_1657332,CCDC85B,"Homo sapiens coiled-coil domain containing 85B (CCDC85B), mRNA.",,
ILMN_1720984,SPINK7,"Homo sapiens serine peptidase inhibitor, Kazal type 7 (putative) (SPINK7), mRNA.",,
ILMN_1674009,TKTL1,"Homo sapiens transketolase-like 1 (TKTL1), mRNA.",,
ILMN_1782863,FAM83B,"Homo sapiens family with sequence similarity 83, member B (FAM83B), mRNA.",,
ILMN_1786750,TAF5L,"Homo sapiens TAF5-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa (TAF5L), transcript variant 1, mRNA.",,
ILMN_1685703,ACOX2,"Homo sapiens acyl-Coenzyme A oxidase 2, branched chain (ACOX2), mRNA.",,
ILMN_1800205,ARS2,"Homo sapiens ARS2 protein (ARS2), transcript variant 1, mRNA.",,
ILMN_1676980,MTSS1,"Homo sapiens metastasis suppressor 1 (MTSS1), mRNA.",,
ILMN_1767801,SAMD10,"Homo sapiens sterile alpha motif domain containing 10 (SAMD10), mRNA.",,
ILMN_1653553,C14ORF80,"Homo sapiens chromosome 14 open reading frame 80 (C14orf80), mRNA.",,
ILMN_1665049,KIAA1840,"Homo sapiens KIAA1840 (KIAA1840), mRNA.",,
ILMN_1722771,LDHD,"Homo sapiens lactate dehydrogenase D (LDHD), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA.",,
ILMN_1657718,LDHD,"Homo sapiens lactate dehydrogenase D (LDHD), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA.",,
