probe_id,gene_symbol,gene_name,entrez_id,ensembl_id
ILMN_1713486,RNF25,"Homo sapiens ring finger protein 25 (RNF25), mRNA.",,
ILMN_1766560,ANKHD1-EIF4EBP3,"Homo sapiens ANKHD1-EIF4EBP3 (ANKHD1-EIF4EBP3), mRNA.",,
ILMN_1651771,RRAGB,"Homo sapiens Ras-related GTP binding B (RRAGB), transcript variant RAGBl, mRNA.",,
ILMN_1779934,CDH23,"Homo sapiens cadherin-like 23 (CDH23), transcript variant 2, mRNA.",,
ILMN_1658675,CDH23,"Homo sapiens cadherin-like 23 (CDH23), transcript variant 2, mRNA.",,
ILMN_1687922,RP9,"Homo sapiens retinitis pigmentosa 9 (autosomal dominant) (RP9), mRNA.",,
ILMN_2278112,PRKACB,"Homo sapiens protein kinase, cAMP-dependent, catalytic, beta (PRKACB), transcript variant 3, mRNA.",,
ILMN_1679049,COLEC12,"Homo sapiens collectin sub-family member 12 (COLEC12), transcript variant II, mRNA.",,
ILMN_1784822,PPP1R3F,"Homo sapiens protein phosphatase 1, regulatory (inhibitor) subunit 3F (PPP1R3F), mRNA.",,
ILMN_1694419,KRTAP8-1,"Homo sapiens keratin associated protein 8-1 (KRTAP8-1), mRNA.",,
ILMN_2361427,PMS2L3,"Homo sapiens postmeiotic segregation increased 2-like 3 (PMS2L3), transcript variant 2, mRNA.",,
ILMN_1804929,OXTR,"Homo sapiens oxytocin receptor (OXTR), mRNA.",,
ILMN_1717063,FBXO9,"Homo sapiens F-box protein 9 (FBXO9), transcript variant 2, mRNA.",,
ILMN_1755134,HSPA4,"Homo sapiens heat shock 70kDa protein 4 (HSPA4), mRNA.",,
ILMN_1734814,HSPA4,"Homo sapiens heat shock 70kDa protein 4 (HSPA4), mRNA.",,
ILMN_2402972,GGA3,"Homo sapiens golgi associated, gamma adaptin ear containing, ARF binding protein 3 (GGA3), transcript variant short, mRNA.",,
ILMN_1677464,LGR6,"Homo sapiens leucine-rich repeat-containing G protein-coupled receptor 6 (LGR6), transcript variant 3, mRNA.",,
ILMN_1713550,LGR6,"Homo sapiens leucine-rich repeat-containing G protein-coupled receptor 6 (LGR6), transcript variant 3, mRNA.",,
ILMN_2400143,RPL32,"Homo sapiens ribosomal protein L32 (RPL32), transcript variant 2, mRNA.",,
ILMN_1697703,HPDL,"Homo sapiens 4-hydroxyphenylpyruvate dioxygenase-like (HPDL), mRNA.",,
ILMN_1670764,USP25,"Homo sapiens ubiquitin specific peptidase 25 (USP25), mRNA.",,
ILMN_2048982,ZBTB25,"Homo sapiens zinc finger and BTB domain containing 25 (ZBTB25), mRNA.",,
ILMN_1731353,CHPF,"Homo sapiens chondroitin polymerizing factor (CHPF), mRNA.",,
ILMN_1815568,PLXDC1,"Homo sapiens plexin domain containing 1 (PLXDC1), mRNA.",,
ILMN_1711491,SYNPO,"Homo sapiens synaptopodin (SYNPO), mRNA.",,
ILMN_1711736,ADCYAP1R1,"Homo sapiens adenylate cyclase activating polypeptide 1 (pituitary) receptor type I (ADCYAP1R1), mRNA.",,
ILMN_1803348,EHBP1,"Homo sapiens EH domain binding protein 1 (EHBP1), mRNA.",,
ILMN_1805590,LSM8,"Homo sapiens LSM8 homolog, U6 small nuclear RNA associated (S. cerevisiae) (LSM8), mRNA.",,
ILMN_1699249,ZNF649,"Homo sapiens zinc finger protein 649 (ZNF649), mRNA.",,
ILMN_1656192,ZNF704,"Homo sapiens zinc finger protein 704 (ZNF704), mRNA.",,
ILMN_1748283,PIM2,"Homo sapiens pim-2 oncogene (PIM2), mRNA.",,
ILMN_1706652,OGG1,"Homo sapiens 8-oxoguanine DNA glycosylase (OGG1), nuclear gene encoding mitochondrial protein, transcript variant 1a, mRNA.",,
ILMN_1697412,RHBG,"Homo sapiens Rh family, B glycoprotein (RHBG), mRNA.",,
ILMN_1682227,ZNF404,"Homo sapiens zinc finger protein 404 (ZNF404), mRNA.",,
ILMN_1767828,C10ORF120,"Homo sapiens chromosome 10 open reading frame 120 (C10orf120), mRNA.",,
ILMN_2123730,TBC1D22B,"Homo sapiens TBC1 domain family, member 22B (TBC1D22B), mRNA.",,
ILMN_1686326,PGBD2,"Homo sapiens piggyBac transposable element derived 2 (PGBD2), transcript variant 1, mRNA.",,
ILMN_1769769,CDKL4,"Homo sapiens cyclin-dependent kinase-like 4 (CDKL4), mRNA.",,
ILMN_1739366,TBR1,"Homo sapiens T-box, brain, 1 (TBR1), mRNA.",,
ILMN_1658425,DAG1,"Homo sapiens dystroglycan 1 (dystrophin-associated glycoprotein 1) (DAG1), mRNA.",,
ILMN_1663963,DAG1,"Homo sapiens dystroglycan 1 (dystrophin-associated glycoprotein 1) (DAG1), mRNA.",,
ILMN_1720034,PKHD1,"Homo sapiens polycystic kidney and hepatic disease 1 (autosomal recessive) (PKHD1), transcript variant 1, mRNA.",,
ILMN_1746090,STT3A,"Homo sapiens STT3, subunit of the oligosaccharyltransferase complex, homolog A (S. cerevisiae) (STT3A), mRNA.",,
ILMN_1716999,ZSCAN1,"Homo sapiens zinc finger and SCAN domain containing 1 (ZSCAN1), mRNA.",,
ILMN_2068498,POU5F1P1,"Homo sapiens POU class 5 homeobox 1 pseudogene 1 (POU5F1P1), non-coding RNA.",,
ILMN_1681503,MCM2,"Homo sapiens minichromosome maintenance complex component 2 (MCM2), mRNA.",,
ILMN_1700238,ZNF500,"Homo sapiens zinc finger protein 500 (ZNF500), mRNA.",,
ILMN_2175831,MTFMT,"Homo sapiens mitochondrial methionyl-tRNA formyltransferase (MTFMT), mRNA.",,
ILMN_1775328,MTG1,"Homo sapiens mitochondrial GTPase 1 homolog (S. cerevisiae) (MTG1), nuclear gene encoding mitochondrial protein, mRNA.",,
ILMN_1726576,ATRX,"Homo sapiens alpha thalassemia/mental retardation syndrome X-linked (RAD54 homolog, S. cerevisiae) (ATRX), transcript variant 3, mRNA.",,
ILMN_2405756,VAMP1,"Homo sapiens vesicle-associated membrane protein 1 (synaptobrevin 1) (VAMP1), transcript variant 1, mRNA.",,
ILMN_1677532,TARDBP,"Homo sapiens TAR DNA binding protein (TARDBP), mRNA.",,
ILMN_1720850,BAZ2B,"Homo sapiens bromodomain adjacent to zinc finger domain, 2B (BAZ2B), mRNA.",,
ILMN_1775192,BCLAF1,"Homo sapiens BCL2-associated transcription factor 1 (BCLAF1), transcript variant 2, mRNA.",,
ILMN_2092903,C20ORF141,"Homo sapiens chromosome 20 open reading frame 141 (C20orf141), mRNA.",,
ILMN_1813341,PTGFR,"Homo sapiens prostaglandin F receptor (FP) (PTGFR), transcript variant 2, mRNA.",,
ILMN_1732323,PADI1,"Homo sapiens peptidyl arginine deiminase, type I (PADI1), mRNA.",,
ILMN_1799516,DNAJC9,"Homo sapiens DnaJ (Hsp40) homolog, subfamily C, member 9 (DNAJC9), mRNA.",,
ILMN_1799872,FLJ30851,"Homo sapiens FLJ30851 protein (FLJ30851), mRNA.",,
ILMN_1670343,MAGI1,"Homo sapiens membrane associated guanylate kinase, WW and PDZ domain containing 1 (MAGI1), transcript variant 1, mRNA.",,
ILMN_1671235,DNAJB5,"Homo sapiens DnaJ (Hsp40) homolog, subfamily B, member 5 (DNAJB5), mRNA.",,
ILMN_1663722,DNAJB5,"Homo sapiens DnaJ (Hsp40) homolog, subfamily B, member 5 (DNAJB5), mRNA.",,
ILMN_1714271,FAM19A3,"Homo sapiens family with sequence similarity 19 (chemokine (C-C motif)-like), member A3 (FAM19A3), transcript variant 2, mRNA.",,
ILMN_1764321,ACOT4,"Homo sapiens acyl-CoA thioesterase 4 (ACOT4), mRNA.",,
ILMN_2331348,TCOF1,"Homo sapiens Treacher Collins-Franceschetti syndrome 1 (TCOF1), transcript variant 3, mRNA.",,
ILMN_1751241,TCOF1,"Homo sapiens Treacher Collins-Franceschetti syndrome 1 (TCOF1), transcript variant 3, mRNA.",,
ILMN_1768097,RPGR,"Homo sapiens retinitis pigmentosa GTPase regulator (RPGR), transcript variant B, mRNA.",,
ILMN_1699887,ST14,"Homo sapiens suppression of tumorigenicity 14 (colon carcinoma, matriptase, epithin) (ST14), mRNA.",,
ILMN_1812548,GTSF1L,"Homo sapiens gametocyte specific factor 1-like (GTSF1L), transcript variant 1, mRNA.",,
ILMN_1690537,GTSF1L,"Homo sapiens gametocyte specific factor 1-like (GTSF1L), transcript variant 1, mRNA.",,
ILMN_1728517,FNTB,"Homo sapiens farnesyltransferase, CAAX box, beta (FNTB), mRNA.",,
ILMN_1664440,TP53BP1,"Homo sapiens tumor protein p53 binding protein 1 (TP53BP1), mRNA.",,
ILMN_1804833,LOC645039,"PREDICTED: Homo sapiens similar to Cadherin EGF LAG seven-pass G-type receptor 1 precursor (Flamingo homolog 2) (hFmi2), transcript variant 1 (LOC645039), mRNA.",,
ILMN_1783753,TXNDC12,"Homo sapiens thioredoxin domain containing 12 (endoplasmic reticulum) (TXNDC12), mRNA.",,
ILMN_1665871,ANGEL1,"Homo sapiens angel homolog 1 (Drosophila) (ANGEL1), mRNA.",,
ILMN_2223130,SMARCA5,"Homo sapiens SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5 (SMARCA5), mRNA.",,
ILMN_1702769,CYP26C1,"Homo sapiens cytochrome P450, family 26, subfamily C, polypeptide 1 (CYP26C1), mRNA.",,
ILMN_2135272,GIMAP2,"Homo sapiens GTPase, IMAP family member 2 (GIMAP2), mRNA.",,
ILMN_1714936,CCDC142,"Homo sapiens coiled-coil domain containing 142 (CCDC142), mRNA.",,
ILMN_1797251,GATA1,"Homo sapiens GATA binding protein 1 (globin transcription factor 1) (GATA1), mRNA.",,
ILMN_1752575,USP42,"Homo sapiens ubiquitin specific peptidase 42 (USP42), mRNA.",,
ILMN_1664931,GTF2E2,"Homo sapiens general transcription factor IIE, polypeptide 2, beta 34kDa (GTF2E2), mRNA.",,
ILMN_2059173,SLC35E1,"Homo sapiens solute carrier family 35, member E1 (SLC35E1), mRNA.",,
ILMN_2148298,ZNF749,"Homo sapiens zinc finger protein 749 (ZNF749), mRNA.",,
ILMN_1703743,AATF,"Homo sapiens apoptosis antagonizing transcription factor (AATF), mRNA.",,
ILMN_1691180,OTX1,"Homo sapiens orthodenticle homeobox 1 (OTX1), mRNA.",,
ILMN_1812580,YDJC,"Homo sapiens YdjC homolog (bacterial) (YDJC), mRNA.",,
ILMN_1772383,ITPRIPL1,"Homo sapiens inositol 1,4,5-triphosphate receptor interacting protein-like 1 (ITPRIPL1), transcript variant 1, mRNA.",,
ILMN_1777233,E2F2,"Homo sapiens E2F transcription factor 2 (E2F2), mRNA.",,
ILMN_1672496,DNAJA1,"Homo sapiens DnaJ (Hsp40) homolog, subfamily A, member 1 (DNAJA1), mRNA.",,
ILMN_1764891,ZNF384,"Homo sapiens zinc finger protein 384 (ZNF384), transcript variant 2, mRNA.",,
ILMN_2096719,GRK5,"Homo sapiens G protein-coupled receptor kinase 5 (GRK5), mRNA.",,
ILMN_1802699,PCK2,"Homo sapiens phosphoenolpyruvate carboxykinase 2 (mitochondrial) (PCK2), nuclear gene encoding mitochondrial protein, transcript variant 2, mRNA.",,
ILMN_1760649,PCK2,"Homo sapiens phosphoenolpyruvate carboxykinase 2 (mitochondrial) (PCK2), nuclear gene encoding mitochondrial protein, transcript variant 2, mRNA.",,
ILMN_1773117,BCOR,"Homo sapiens BCL6 co-repressor (BCOR), transcript variant 1, mRNA.",,
ILMN_1712161,BCOR,"Homo sapiens BCL6 co-repressor (BCOR), transcript variant 1, mRNA.",,
ILMN_2193752,LOC153364,"Homo sapiens similar to metallo-beta-lactamase superfamily protein (LOC153364), mRNA.",,
ILMN_1670134,FADS1,"Homo sapiens fatty acid desaturase 1 (FADS1), mRNA.",,
ILMN_1708891,SCFD2,"Homo sapiens sec1 family domain containing 2 (SCFD2), mRNA.",,
ILMN_2268068,MAPKAP1,"Homo sapiens mitogen-activated protein kinase associated protein 1 (MAPKAP1), transcript variant 6, mRNA.",,
ILMN_2360229,MAPKAP1,"Homo sapiens mitogen-activated protein kinase associated protein 1 (MAPKAP1), transcript variant 6, mRNA.",,
ILMN_1709674,GFPT2,"Homo sapiens glutamine-fructose-6-phosphate transaminase 2 (GFPT2), mRNA.",,
ILMN_1745852,WDR33,"Homo sapiens WD repeat domain 33 (WDR33), transcript variant 3, mRNA.",,
ILMN_1691803,KIR2DS5,"Homo sapiens killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 5 (KIR2DS5), mRNA.",,
ILMN_1684663,ZDHHC13,"Homo sapiens zinc finger, DHHC-type containing 13 (ZDHHC13), transcript variant 2, mRNA.",,
ILMN_1785831,ZDHHC13,"Homo sapiens zinc finger, DHHC-type containing 13 (ZDHHC13), transcript variant 2, mRNA.",,
ILMN_2072357,IRF6,"Homo sapiens interferon regulatory factor 6 (IRF6), mRNA.",,
ILMN_1725633,MACROD2,"Homo sapiens MACRO domain containing 2 (MACROD2), transcript variant 2, mRNA.",,
ILMN_1781097,UBXN4,"Homo sapiens UBX domain protein 4 (UBXN4), mRNA.",,
ILMN_1756236,C1QL2,"Homo sapiens complement component 1, q subcomponent-like 2 (C1QL2), mRNA.",,
ILMN_1766245,SUPT4H1,"Homo sapiens suppressor of Ty 4 homolog 1 (S. cerevisiae) (SUPT4H1), mRNA.",,
ILMN_1683405,LHX1,"Homo sapiens LIM homeobox 1 (LHX1), mRNA.",,
ILMN_1763129,XTP3TPA,"Homo sapiens XTP3-transactivated protein A (XTP3TPA), mRNA.",,
ILMN_2224569,FOXB1,"Homo sapiens forkhead box B1 (FOXB1), mRNA.",,
ILMN_1679209,HSPA9,"Homo sapiens heat shock 70kDa protein 9 (mortalin) (HSPA9), nuclear gene encoding mitochondrial protein, mRNA.",,
ILMN_2078141,ZNF587,"Homo sapiens zinc finger protein 587 (ZNF587), mRNA.",,
ILMN_1710622,DUOXA1,"Homo sapiens dual oxidase maturation factor 1 (DUOXA1), mRNA.",,
ILMN_1672811,C1ORF159,"Homo sapiens chromosome 1 open reading frame 159 (C1orf159), mRNA.",,
ILMN_1756125,H1FNT,"Homo sapiens H1 histone family, member N, testis-specific (H1FNT), mRNA.",,
ILMN_1781221,SPDYA,"Homo sapiens speedy homolog A (Drosophila) (SPDYA), transcript variant 2, mRNA.",,
ILMN_1732550,KLHL23,"Homo sapiens kelch-like 23 (Drosophila) (KLHL23), mRNA.",,
ILMN_1752249,FAM38A,"Homo sapiens family with sequence similarity 38, member A (FAM38A), mRNA.",,
ILMN_1772370,ARHGEF1,"Homo sapiens Rho guanine nucleotide exchange factor (GEF) 1 (ARHGEF1), transcript variant 2, mRNA.",,
ILMN_2164164,AICDA,"Homo sapiens activation-induced cytidine deaminase (AICDA), mRNA.",,
ILMN_1777811,URG4,"Homo sapiens up-regulated gene 4 (URG4), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA.",,
ILMN_1702861,SGCD,"Homo sapiens sarcoglycan, delta (35kDa dystrophin-associated glycoprotein) (SGCD), transcript variant 2, mRNA.",,
ILMN_1657254,SGCD,"Homo sapiens sarcoglycan, delta (35kDa dystrophin-associated glycoprotein) (SGCD), transcript variant 2, mRNA.",,
ILMN_1785444,LEMD1,"Homo sapiens LEM domain containing 1 (LEMD1), mRNA.",,
ILMN_1766221,B4GALT1,"Homo sapiens UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1 (B4GALT1), mRNA.",,
ILMN_1801403,DCUN1D4,"Homo sapiens DCN1, defective in cullin neddylation 1, domain containing 4 (S. cerevisiae) (DCUN1D4), mRNA.",,
ILMN_1762409,PDCL2,"Homo sapiens phosducin-like 2 (PDCL2), mRNA.",,
ILMN_1790315,C7ORF63,"Homo sapiens chromosome 7 open reading frame 63 (C7orf63), mRNA.",,
ILMN_1745148,ZNFX1,"Homo sapiens zinc finger, NFX1-type containing 1 (ZNFX1), mRNA.",,
ILMN_2333440,TM9SF1,"Homo sapiens transmembrane 9 superfamily member 1 (TM9SF1), transcript variant 2, mRNA.",,
ILMN_2253300,TM9SF1,"Homo sapiens transmembrane 9 superfamily member 1 (TM9SF1), transcript variant 2, mRNA.",,
ILMN_1740990,GPX6,"Homo sapiens glutathione peroxidase 6 (olfactory) (GPX6), mRNA.",,
ILMN_1782429,TMEM56,"Homo sapiens transmembrane protein 56 (TMEM56), mRNA.",,
ILMN_2210729,STYXL1,"Homo sapiens serine/threonine/tyrosine interacting-like 1 (STYXL1), mRNA.",,
ILMN_2090641,FAM110C,"Homo sapiens family with sequence similarity 110, member C (FAM110C), mRNA.",,
ILMN_2412922,C14ORF43,"Homo sapiens chromosome 14 open reading frame 43 (C14orf43), transcript variant 1, mRNA.",,
ILMN_1763091,C14ORF43,"Homo sapiens chromosome 14 open reading frame 43 (C14orf43), transcript variant 1, mRNA.",,
ILMN_2297373,C14ORF43,"Homo sapiens chromosome 14 open reading frame 43 (C14orf43), transcript variant 1, mRNA.",,
ILMN_2306631,SP8,"Homo sapiens Sp8 transcription factor (SP8), transcript variant 1, mRNA.",,
ILMN_1660786,HIPK1,"Homo sapiens homeodomain interacting protein kinase 1 (HIPK1), transcript variant 2, mRNA.",,
ILMN_1712522,CEACAM6,"Homo sapiens carcinoembryonic antigen-related cell adhesion molecule 6 (non-specific cross reacting antigen) (CEACAM6), mRNA.",,
ILMN_1676528,BTN3A2,"Homo sapiens butyrophilin, subfamily 3, member A2 (BTN3A2), mRNA.",,
ILMN_1701315,KIAA0467,"Homo sapiens KIAA0467 (KIAA0467), mRNA.",,
ILMN_1724774,SYT3,"Homo sapiens synaptotagmin III (SYT3), mRNA.",,
ILMN_1798467,FRYL,"Homo sapiens FRY-like (FRYL), mRNA.",,
ILMN_2204332,FRYL,"Homo sapiens FRY-like (FRYL), mRNA.",,
ILMN_2401978,STAT3,"Homo sapiens signal transducer and activator of transcription 3 (acute-phase response factor) (STAT3), transcript variant 3, mRNA.",,
ILMN_1774844,MAPKAPK2,"Homo sapiens mitogen-activated protein kinase-activated protein kinase 2 (MAPKAPK2), transcript variant 2, mRNA.",,
ILMN_1680967,CIP29,"Homo sapiens cytokine induced protein 29 kDa (CIP29), mRNA.",,
ILMN_1715625,C20ORF94,"Homo sapiens chromosome 20 open reading frame 94 (C20orf94), mRNA.",,
ILMN_1674659,OR56B4,"Homo sapiens olfactory receptor, family 56, subfamily B, member 4 (OR56B4), mRNA.",,
ILMN_2189915,THAP5,"Homo sapiens THAP domain containing 5 (THAP5), mRNA.",,
ILMN_1762897,GPR113,"Homo sapiens G protein-coupled receptor 113 (GPR113), mRNA.",,
ILMN_1688543,APOA2,"Homo sapiens apolipoprotein A-II (APOA2), mRNA.",,
ILMN_1754078,CABP7,"Homo sapiens calcium binding protein 7 (CABP7), mRNA.",,
ILMN_1798037,LOC401498,"Homo sapiens similar to RIKEN A930001M12 (LOC401498), mRNA.",,
ILMN_1742872,UBA2,"Homo sapiens ubiquitin-like modifier activating enzyme 2 (UBA2), mRNA.",,
ILMN_1655955,LRRIQ1,"Homo sapiens leucine-rich repeats and IQ motif containing 1 (LRRIQ1), transcript variant 2, mRNA.",,
ILMN_1755024,IKBKE,"Homo sapiens inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase epsilon (IKBKE), mRNA.",,
ILMN_1683232,C9ORF128,"Homo sapiens chromosome 9 open reading frame 128 (C9orf128), mRNA.",,
ILMN_1651429,SELM,"Homo sapiens selenoprotein M (SELM), mRNA.",,
ILMN_1775615,TSP50,"Homo sapiens testes-specific protease 50 (TSP50), mRNA.",,
ILMN_1775062,LOC165186,"Homo sapiens similar to RIKEN cDNA 4632412N22 gene (LOC165186), mRNA.",,
ILMN_1708375,IRF1,"Homo sapiens interferon regulatory factor 1 (IRF1), mRNA.",,
ILMN_2161832,VPS37A,"Homo sapiens vacuolar protein sorting 37 homolog A (S. cerevisiae) (VPS37A), mRNA.",,
ILMN_1702807,OR4E2,"Homo sapiens olfactory receptor, family 4, subfamily E, member 2 (OR4E2), mRNA.",,
ILMN_1722738,ROGDI,"Homo sapiens rogdi homolog (Drosophila) (ROGDI), mRNA.",,
ILMN_2329667,MYO7B,"Homo sapiens myosin VIIB (MYO7B), mRNA.",,
ILMN_1670145,DFNA5,"Homo sapiens deafness, autosomal dominant 5 (DFNA5), transcript variant 1, mRNA.",,
ILMN_1754220,SF3A2,"Homo sapiens splicing factor 3a, subunit 2, 66kDa (SF3A2), mRNA.",,
ILMN_1661264,SHMT2,"Homo sapiens serine hydroxymethyltransferase 2 (mitochondrial) (SHMT2), nuclear gene encoding mitochondrial protein, mRNA.",,
ILMN_1810229,ARID4A,"Homo sapiens AT rich interactive domain 4A (RBP1-like) (ARID4A), transcript variant 3, mRNA.",,
ILMN_2335302,ABCC1,"Homo sapiens ATP-binding cassette, sub-family C (CFTR/MRP), member 1 (ABCC1), transcript variant 6, mRNA.",,
ILMN_1665792,ITGA2,"Homo sapiens integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor) (ITGA2), mRNA.",,
ILMN_1807493,ACVRL1,"Homo sapiens activin A receptor type II-like 1 (ACVRL1), mRNA.",,
ILMN_1697758,OR51L1,"Homo sapiens olfactory receptor, family 51, subfamily L, member 1 (OR51L1), mRNA.",,
ILMN_1712751,HADHA,"Homo sapiens hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional protein), alpha subunit (HADHA), nuclear gene encoding mitochondrial protein, mRNA.",,
ILMN_1679984,ZCCHC12,"Homo sapiens zinc finger, CCHC domain containing 12 (ZCCHC12), mRNA.",,
ILMN_2049274,ARHGDIG,"Homo sapiens Rho GDP dissociation inhibitor (GDI) gamma (ARHGDIG), mRNA.",,
ILMN_1693072,ELAC1,"Homo sapiens elaC homolog 1 (E. coli) (ELAC1), mRNA.",,
ILMN_1745469,SEC24B,"Homo sapiens SEC24 family, member B (S. cerevisiae) (SEC24B), transcript variant 1, mRNA.",,
ILMN_1662707,SEC24B,"Homo sapiens SEC24 family, member B (S. cerevisiae) (SEC24B), transcript variant 1, mRNA.",,
ILMN_1735148,SEC24B,"Homo sapiens SEC24 family, member B (S. cerevisiae) (SEC24B), transcript variant 1, mRNA.",,
ILMN_2052871,TMEM116,"Homo sapiens transmembrane protein 116 (TMEM116), mRNA.",,
ILMN_2048326,RPS27A,"Homo sapiens ribosomal protein S27a (RPS27A), mRNA.",,
ILMN_1751168,ADAMTS10,"Homo sapiens ADAM metallopeptidase with thrombospondin type 1 motif, 10 (ADAMTS10), mRNA.",,
ILMN_1699931,HCST,"Homo sapiens hematopoietic cell signal transducer (HCST), transcript variant 2, mRNA.",,
ILMN_2349138,CDC42SE1,"Homo sapiens CDC42 small effector 1 (CDC42SE1), transcript variant 1, mRNA.",,
ILMN_1769027,CDC42SE1,"Homo sapiens CDC42 small effector 1 (CDC42SE1), transcript variant 1, mRNA.",,
ILMN_1658187,KIAA1026,"Homo sapiens kazrin (KIAA1026), transcript variant N, mRNA.",,
ILMN_1703374,NAV1,"Homo sapiens neuron navigator 1 (NAV1), mRNA.",,
ILMN_1790534,MAP2K3,"Homo sapiens mitogen-activated protein kinase kinase 3 (MAP2K3), transcript variant A, mRNA.",,
ILMN_1668909,MAP2K3,"Homo sapiens mitogen-activated protein kinase kinase 3 (MAP2K3), transcript variant A, mRNA.",,
ILMN_1815238,MAP2K3,"Homo sapiens mitogen-activated protein kinase kinase 3 (MAP2K3), transcript variant A, mRNA.",,
ILMN_1801175,MAP2K3,"Homo sapiens mitogen-activated protein kinase kinase 3 (MAP2K3), transcript variant A, mRNA.",,
ILMN_1707780,C6ORF165,"Homo sapiens chromosome 6 open reading frame 165 (C6orf165), transcript variant 2, mRNA.",,
ILMN_1749868,FAM171A1,"Homo sapiens family with sequence similarity 171, member A1 (FAM171A1), mRNA.",,
ILMN_1750246,ZBTB1,"Homo sapiens zinc finger and BTB domain containing 1 (ZBTB1), mRNA.",,
ILMN_1719403,MTX1,"Homo sapiens metaxin 1 (MTX1), transcript variant 1, mRNA.",,
ILMN_1755926,DBI,"Homo sapiens diazepam binding inhibitor (GABA receptor modulator, acyl-Coenzyme A binding protein) (DBI), mRNA.",,
ILMN_1719906,HADH,"Homo sapiens hydroxyacyl-Coenzyme A dehydrogenase (HADH), nuclear gene encoding mitochondrial protein, mRNA.",,
ILMN_1773060,CCDC63,"Homo sapiens coiled-coil domain containing 63 (CCDC63), mRNA.",,
ILMN_1735063,KIAA1841,"Homo sapiens KIAA1841 (KIAA1841), mRNA.",,
ILMN_2062754,SRA1,"Homo sapiens steroid receptor RNA activator 1 (SRA1), mRNA.",,
ILMN_1706273,HCCA2,"Homo sapiens HCCA2 protein (HCCA2), mRNA.",,
ILMN_1652088,PAPOLB,"Homo sapiens poly(A) polymerase beta (testis specific) (PAPOLB), mRNA.",,
ILMN_1692163,NSDHL,"Homo sapiens NAD(P) dependent steroid dehydrogenase-like (NSDHL), mRNA.",,
ILMN_2383383,PIR,"Homo sapiens pirin (iron-binding nuclear protein) (PIR), transcript variant 2, mRNA.",,
ILMN_1761247,PIR,"Homo sapiens pirin (iron-binding nuclear protein) (PIR), transcript variant 2, mRNA.",,
ILMN_1665167,RORA,"Homo sapiens RAR-related orphan receptor A (RORA), transcript variant 2, mRNA.",,
ILMN_1771801,SIRPG,"Homo sapiens signal-regulatory protein gamma (SIRPG), transcript variant 3, mRNA.",,
ILMN_1802190,FOXJ1,"Homo sapiens forkhead box J1 (FOXJ1), mRNA.",,
ILMN_2156699,ACOT6,"Homo sapiens acyl-CoA thioesterase 6 (ACOT6), mRNA.",,
ILMN_1713499,WISP1,"Homo sapiens WNT1 inducible signaling pathway protein 1 (WISP1), transcript variant 1, mRNA.",,
ILMN_2280441,PACRG,"Homo sapiens PARK2 co-regulated (PACRG), transcript variant 1, mRNA.",,
ILMN_2135740,LOC152667,Homo sapiens NIP30-like (LOC152667) on chromosome 4.,,
ILMN_1790778,PNMA2,"Homo sapiens paraneoplastic antigen MA2 (PNMA2), mRNA.",,
ILMN_2190842,KIR3DL2,"Homo sapiens killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 2 (KIR3DL2), mRNA.",,
ILMN_2140342,CCDC57,"Homo sapiens coiled-coil domain containing 57 (CCDC57), mRNA.",,
ILMN_2192683,DHX37,"Homo sapiens DEAH (Asp-Glu-Ala-His) box polypeptide 37 (DHX37), mRNA.",,
ILMN_2133996,SHE,"Homo sapiens Src homology 2 domain containing E (SHE), mRNA.",,
ILMN_2396002,MRPL10,"Homo sapiens mitochondrial ribosomal protein L10 (MRPL10), nuclear gene encoding mitochondrial protein, mRNA.",,
ILMN_1711030,OPLAH,"Homo sapiens 5-oxoprolinase (ATP-hydrolysing) (OPLAH), mRNA.",,
ILMN_1683067,ELSPBP1,"PREDICTED: Homo sapiens epididymal sperm binding protein 1 (ELSPBP1), mRNA.",,
ILMN_1674231,CHAF1B,"Homo sapiens chromatin assembly factor 1, subunit B (p60) (CHAF1B), mRNA.",,
ILMN_1758728,FANCG,"Homo sapiens Fanconi anemia, complementation group G (FANCG), mRNA.",,
ILMN_1811104,KTELC1,"Homo sapiens KTEL (Lys-Tyr-Glu-Leu) containing 1 (KTELC1), mRNA.",,
ILMN_1705172,SLC26A7,"Homo sapiens solute carrier family 26, member 7 (SLC26A7), transcript variant 1, mRNA.",,
ILMN_1715179,SNRPA1,"Homo sapiens small nuclear ribonucleoprotein polypeptide A' (SNRPA1), mRNA.",,
ILMN_1651719,MBTPS1,"Homo sapiens membrane-bound transcription factor peptidase, site 1 (MBTPS1), mRNA.",,
ILMN_1767256,MBTPS1,"Homo sapiens membrane-bound transcription factor peptidase, site 1 (MBTPS1), mRNA.",,
